sequence_identifier	Domain	Phylum	Class	Order	Family	Genus
OTU_1	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	[Synechococcus] spongiarum group
OTU_2	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured
OTU_3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria
OTU_4	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
OTU_5	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast		
OTU_6	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group
OTU_7	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexus
OTU_8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
OTU_9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
OTU_10	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast		
OTU_11	Bacteria	Acidobacteria	Subgroup 9			
OTU_12	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	C1-B045
OTU_13	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage
OTU_14	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
OTU_15	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Marinicella
OTU_16	Unclassified					
OTU_17	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	
OTU_18	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	JTB255 marine benthic group
OTU_19	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	
OTU_20	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast		
OTU_21	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353 marine group		
OTU_22	Unclassified					
OTU_23	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	966-1
OTU_24	Bacteria	Acidobacteria	Subgroup 17			
OTU_25	Unclassified					
OTU_26	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
OTU_27	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter
OTU_28	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	
OTU_29	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium
OTU_30	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Cyanobacteriaceae	Cyanobacterium CLg1
OTU_31	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
OTU_32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
OTU_33	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	
OTU_34	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Lentilitoribacter
OTU_35	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	uncultured
OTU_36	Unclassified					
OTU_37	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
OTU_38	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	
OTU_39	Unclassified					
OTU_40	Unclassified					
OTU_41	Unclassified					
OTU_42	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter
OTU_43	Unclassified					
OTU_44	Bacteria	Planctomycetes	OM190			
OTU_45	Unclassified					
OTU_46	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	
OTU_47	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353 marine group		
OTU_48	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ralstonia
OTU_49	Bacteria	Acidobacteria	Subgroup 6			
OTU_50	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade		
OTU_51	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Labrenzia
OTU_52	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24		
OTU_53	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1
OTU_54	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus
OTU_55	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
OTU_56	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23		
OTU_57	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	uncultured
OTU_58	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU_59	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	uncultured
OTU_60	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	
OTU_61	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonaceae	Crenothrix
OTU_62	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	
OTU_63	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1
OTU_64	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Xenococcaceae	Chroococcidiopsis PCC-6712
OTU_65	Unclassified					
OTU_66	Unclassified					
OTU_67	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast		
OTU_68	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XII	Acidaminobacter
OTU_69	Unclassified					
OTU_70	Unclassified					
OTU_71	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia
OTU_72	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
OTU_73	Unclassified					
OTU_74	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
OTU_75	Unclassified					
OTU_76	Unclassified					
OTU_77	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	
OTU_78	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales		
OTU_79	Unclassified					
OTU_80	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	
OTU_81	Unclassified					
OTU_82	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	
OTU_83	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group
OTU_84	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Ferrimonas
OTU_85	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Cyanobacteriaceae	Symphothece PCC-7002
OTU_86	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
OTU_87	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
OTU_88	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	uncultured
OTU_89	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	
OTU_90	Unclassified					
OTU_91	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	
OTU_92	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	
OTU_93	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
OTU_94	Unclassified					
OTU_95	Bacteria	Acidobacteria	Subgroup 6			
OTU_96	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	
OTU_97	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	
OTU_98	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	PAUC26f
OTU_99	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group
OTU_100	Unclassified					
OTU_101	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	uncultured
OTU_102	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda
OTU_103	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
OTU_104	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Sporomusa
OTU_105	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
OTU_106	Unclassified					
OTU_107	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
OTU_108	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
OTU_109	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured
OTU_110	Bacteria	Gemmatimonadetes	BD2-11 terrestrial group			
OTU_111	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	
OTU_112	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	
OTU_113	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
OTU_114	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24		
OTU_115	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	B1-7BS	
OTU_116	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
OTU_117	Unclassified					
OTU_118	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
OTU_119	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	
OTU_120	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	
OTU_121	Unclassified					
OTU_122	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
OTU_123	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast		
OTU_124	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia
OTU_125	Unclassified					
OTU_126	Unclassified					
OTU_127	Unclassified					
OTU_128	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
OTU_129	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	
OTU_130	Unclassified					
OTU_131	Unclassified					
OTU_132	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured
OTU_133	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	
OTU_134	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
OTU_135	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Trichodesmium IMS101
OTU_136	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured
OTU_137	Bacteria	Proteobacteria	Deltaproteobacteria	PB19		
OTU_138	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-008
OTU_139	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	uncultured
OTU_140	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula
OTU_141	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella
OTU_142	Bacteria	Chloroflexi	KD4-96			
OTU_143	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	DSSD61
OTU_144	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	B1-7BS	
OTU_145	Unclassified					
OTU_146	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	uncultured
OTU_147	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	
OTU_148	Bacteria	Nitrospinae	P9X2b3D02			
OTU_149	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ahrensia
OTU_150	Bacteria	Proteobacteria	Alphaproteobacteria			
OTU_151	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	uncultured
OTU_152	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
OTU_153	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	
OTU_154	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia
OTU_155	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Cyanobacteriaceae	Cyanobacterium CLg1
OTU_156	Unclassified					
OTU_157	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
OTU_158	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Labrenzia
OTU_159	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	uncultured
OTU_160	Bacteria	Bacteroidetes	Rhodothermia	Balneolales	Balneolaceae	Balneola
OTU_161	Bacteria	Actinobacteria	Actinobacteria			
OTU_162	Unclassified					
OTU_163	Unclassified					
OTU_164	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
OTU_165	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	
OTU_166	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group
OTU_167	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Kordia
OTU_168	Unclassified					
OTU_169	Bacteria	Proteobacteria	Alphaproteobacteria	NRL2		
OTU_170	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Terasakiella
OTU_171	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured
OTU_172	Unclassified					
OTU_173	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Kytococcus
OTU_174	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus
OTU_175	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Aquabacterium
OTU_176	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade		
OTU_177	Bacteria	Acidobacteria	Subgroup 6			
OTU_178	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccus
OTU_179	Unclassified					
OTU_180	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Schleiferiaceae	Schleiferia
OTU_181	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	uncultured
OTU_182	Unclassified					
OTU_183	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Cyanobacteriaceae	Annamia HOs24
OTU_184	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	
OTU_185	Bacteria	Planctomycetes	OM190			
OTU_186	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
OTU_187	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	
OTU_188	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
OTU_189	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage
OTU_190	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
OTU_191	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured
OTU_192	Unclassified					
OTU_193	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
OTU_194	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast		
OTU_195	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
OTU_196	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	
OTU_197	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rubripirellula
OTU_198	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
OTU_199	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	Tistlia
OTU_200	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
OTU_201	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group
OTU_202	Unclassified					
OTU_203	Bacteria	Actinobacteria	Coriobacteriia	OPB41		
OTU_204	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Janthinobacterium
OTU_205	Unclassified					
OTU_206	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	[Cytophaga] xylanolytica group
OTU_207	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Sulfuritalea
OTU_208	Bacteria	Proteobacteria	Gammaproteobacteria			
OTU_209	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
OTU_210	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
OTU_211	Unclassified					
OTU_212	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
OTU_213	Unclassified					
OTU_214	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda
OTU_215	Unclassified					
OTU_216	Unclassified					
OTU_217	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
OTU_218	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
OTU_219	Unclassified					
OTU_220	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	uncultured
OTU_221	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
OTU_222	Unclassified					
OTU_223	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
OTU_224	Unclassified					
OTU_225	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
OTU_226	Bacteria	Planctomycetes	OM190			
OTU_227	Bacteria	Acidobacteria	Subgroup 26			
OTU_228	Bacteria	Chloroflexi	Anaerolineae	1-20		
OTU_229	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	uncultured
OTU_230	Unclassified					
OTU_231	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aliiglaciecola
OTU_232	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter
OTU_233	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus
OTU_234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		
OTU_235	Bacteria	Proteobacteria	Gammaproteobacteria	F9P41300-M23		
OTU_236	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
OTU_237	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia
OTU_238	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
OTU_239	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	
OTU_240	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
OTU_241	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	uncultured	
OTU_242	Bacteria	Planctomycetes	OM190			
OTU_243	Unclassified					
OTU_244	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast		
OTU_245	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
OTU_246	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	uncultured
OTU_247	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	
OTU_248	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
OTU_249	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	
OTU_250	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira
OTU_251	Bacteria	Cyanobacteria	Oxyphotobacteria	Eurycoccales	Eurycoccales Incertae Sedis	Synechococcus PCC-7336
OTU_252	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fulvivirga
OTU_253	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	Tepidiphilus
OTU_254	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	
OTU_255	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium
OTU_256	Bacteria	Planctomycetes	vadinHA49			
OTU_257	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
OTU_258	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium
OTU_259	Bacteria	Proteobacteria	Gammaproteobacteria			
OTU_260	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter
OTU_261	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera
OTU_262	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Sinobacterium
OTU_263	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	uncultured
OTU_264	Unclassified					
OTU_265	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
OTU_266	Bacteria	Firmicutes	Bacilli	Bacillales		
OTU_267	Unclassified					
OTU_268	Unclassified					
OTU_269	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
OTU_270	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	
OTU_271	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
OTU_272	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
OTU_273	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	
OTU_274	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Turicella
OTU_275	Unclassified					
OTU_276	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
OTU_277	Unclassified					
OTU_278	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
OTU_279	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Marinicella
OTU_280	Bacteria	Planctomycetes	OM190			
OTU_281	Unclassified					
OTU_282	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast		
OTU_283	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fulvivirga
OTU_284	Unclassified					
OTU_285	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
OTU_286	Unclassified					
OTU_287	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
OTU_288	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales		
OTU_289	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas
OTU_290	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Z-35
OTU_291	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	uncultured
OTU_292	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	
OTU_293	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	
OTU_294	Unclassified					
OTU_295	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured
OTU_296	Bacteria	Proteobacteria	Gammaproteobacteria			
OTU_297	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured
OTU_298	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	
OTU_299	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
OTU_300	Unclassified					
OTU_301	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
OTU_302	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	uncultured
OTU_303	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
OTU_304	Bacteria	Firmicutes	Bacilli	Bacillales	Family XII	Exiguobacterium
OTU_305	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea
OTU_306	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Synechococcales Incertae Sedis	Schizothrix LEGE 07164
OTU_307	Unclassified					
OTU_308	Unclassified					
OTU_309	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda
OTU_310	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda
OTU_311	Unclassified					
OTU_312	Bacteria	Planctomycetes	Pla4 lineage			
OTU_313	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	uncultured
OTU_314	Unclassified					
OTU_315	Unclassified					
OTU_316	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	
OTU_317	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
OTU_318	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage
OTU_319	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula
OTU_320	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast		
OTU_321	Bacteria	Proteobacteria	Gammaproteobacteria			
OTU_322	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
OTU_323	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
