sequence_identifier;Domain;Phylum;Class;Order;Family;Genus
OTU_2282;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured
OTU_2283;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured
OTU_2284;Unclassified;;;;;
OTU_2285;Unclassified;;;;;
OTU_2286;Unclassified;;;;;
OTU_2287;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella
OTU_2288;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;Cm1-21
OTU_2289;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Cryomorpha
OTU_2290;Bacteria;Cyanobacteria;Vampirivibrionia;Obscuribacterales;Obscuribacteraceae;
OTU_2291;Unclassified;;;;;
OTU_2292;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured
OTU_2293;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;
OTU_2294;Unclassified;;;;;
OTU_2295;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurimonadaceae;Sulfurimonas
OTU_2296;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
OTU_2297;Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;LS-NOB
OTU_2298;Unclassified;;;;;
OTU_2299;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Anderseniella
OTU_2300;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;FS142-36B-02
OTU_2301;Unclassified;;;;;
OTU_2302;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;Ardenticatenaceae;uncultured
OTU_2303;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Ekhidna
OTU_2304;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_2305;Unclassified;;;;;
OTU_2306;Unclassified;;;;;
OTU_2307;Unclassified;;;;;
OTU_2308;Bacteria;PAUC34f;;;;
OTU_2309;Unclassified;;;;;
OTU_2310;Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;uncultured
OTU_2311;Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;
OTU_2312;Bacteria;Acidobacteriota;Subgroup 22;;;
OTU_2313;Unclassified;;;;;
OTU_2314;Bacteria;Bacteroidota;Bacteroidia;Bacteroidetes VC2.1 Bac22;;
OTU_2315;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_2316;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter
OTU_2317;Unclassified;;;;;
OTU_2318;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured
OTU_2319;Unclassified;;;;;
OTU_2320;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;
OTU_2321;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured
OTU_2322;Bacteria;Latescibacterota;;;;
OTU_2323;Bacteria;Proteobacteria;Alphaproteobacteria;;;
OTU_2324;Unclassified;;;;;
OTU_2325;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Haloferula
OTU_2326;Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;;
OTU_2327;Unclassified;;;;;
OTU_2328;Unclassified;;;;;
OTU_2329;Bacteria;Latescibacterota;;;;
OTU_2330;Bacteria;Planctomycetota;Phycisphaerae;mle1-8;;
OTU_2331;Unclassified;;;;;
OTU_2332;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Persicirhabdus
OTU_2333;Unclassified;;;;;
OTU_2334;Unclassified;;;;;
OTU_2335;Unclassified;;;;;
OTU_2336;Bacteria;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Acanthopleuribacter
OTU_2337;Bacteria;Planctomycetota;Pla3 lineage;;;
OTU_2338;Unclassified;;;;;
OTU_2339;Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;;
OTU_2340;Bacteria;Proteobacteria;Alphaproteobacteria;;;
OTU_2341;Unclassified;;;;;
OTU_2342;Bacteria;Actinobacteriota;Actinobacteria;PeM15;;
OTU_2343;Unclassified;;;;;
OTU_2344;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Candidatus Electrothrix
OTU_2345;Bacteria;Planctomycetota;OM190;;;
OTU_2346;Unclassified;;;;;
OTU_2347;Unclassified;;;;;
OTU_2348;Unclassified;;;;;
OTU_2349;Unclassified;;;;;
OTU_2350;Unclassified;;;;;
OTU_2351;Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;;
OTU_2352;Bacteria;Planctomycetota;Phycisphaerae;MSBL9;4572-13;
OTU_2353;Unclassified;;;;;
OTU_2354;Unclassified;;;;;
OTU_2355;Unclassified;;;;;
OTU_2356;Unclassified;;;;;
OTU_2357;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_2358;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;
OTU_2359;Unclassified;;;;;
OTU_2360;Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella
OTU_2361;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Ekhidna
OTU_2362;Unclassified;;;;;
OTU_2363;Unclassified;;;;;
OTU_2364;Unclassified;;;;;
OTU_2365;Unclassified;;;;;
OTU_2366;Bacteria;SAR324 clade(Marine group B);;;;
OTU_2367;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;
OTU_2368;Unclassified;;;;;
OTU_2369;Unclassified;;;;;
OTU_2370;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;
OTU_2371;Unclassified;;;;;
OTU_2372;Unclassified;;;;;
OTU_2373;Unclassified;;;;;
OTU_2374;Unclassified;;;;;
OTU_2375;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42
OTU_2376;Unclassified;;;;;
OTU_2377;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_2378;Unclassified;;;;;
OTU_2379;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group
OTU_2380;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured
OTU_2381;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius
OTU_2382;Unclassified;;;;;
OTU_2383;Unclassified;;;;;
OTU_2384;Unclassified;;;;;
OTU_2385;Bacteria;Planctomycetota;OM190;;;
OTU_2386;Bacteria;Planctomycetota;OM190;;;
OTU_2387;Bacteria;Proteobacteria;Alphaproteobacteria;;;
OTU_2388;Bacteria;Planctomycetota;Pla3 lineage;;;
OTU_2389;Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina
OTU_2390;Bacteria;Planctomycetota;Pla3 lineage;;;
OTU_2391;Bacteria;Desulfobacterota;Desulfuromonadia;Bradymonadales;;
OTU_2392;Bacteria;Desulfobacterota;uncultured;;;
OTU_2393;Bacteria;Planctomycetota;OM190;;;
OTU_2394;Unclassified;;;;;
OTU_2395;Unclassified;;;;;
OTU_2396;Unclassified;;;;;
OTU_2397;Bacteria;Gemmatimonadota;PAUC43f marine benthic group;;;
OTU_2398;Unclassified;;;;;
OTU_2399;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured
OTU_2400;Unclassified;;;;;
OTU_2401;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_2402;Unclassified;;;;;
OTU_2403;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_2404;Unclassified;;;;;
OTU_2405;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;
OTU_2406;Bacteria;Planctomycetota;Pla4 lineage;;;
OTU_2407;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
OTU_2408;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;P13-46;
OTU_2409;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured
OTU_2410;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;SH-PL14
OTU_2411;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Draconibacterium
OTU_2412;Unclassified;;;;;
OTU_2413;Unclassified;;;;;
OTU_2414;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured
OTU_2415;Unclassified;;;;;
OTU_2416;Unclassified;;;;;
OTU_2417;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta
OTU_2418;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;
OTU_2419;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_2420;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;
OTU_2421;Unclassified;;;;;
OTU_2422;Bacteria;Planctomycetota;OM190;;;
OTU_2423;Unclassified;;;;;
OTU_2424;Unclassified;;;;;
OTU_2425;Bacteria;Planctomycetota;OM190;;;
OTU_2426;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured
OTU_2427;Unclassified;;;;;
OTU_2428;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured
OTU_2429;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_2430;Bacteria;Planctomycetota;OM190;;;
OTU_2431;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured
OTU_2432;Bacteria;Acidobacteriota;Subgroup 22;;;
OTU_2433;Unclassified;;;;;
OTU_2434;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;
OTU_2435;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured
OTU_2436;Unclassified;;;;;
OTU_2437;Unclassified;;;;;
OTU_2438;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutibacter
OTU_2439;Bacteria;NB1-j;;;;
OTU_2440;Bacteria;Latescibacterota;;;;
OTU_2441;Unclassified;;;;;
OTU_2442;Unclassified;;;;;
OTU_2443;Unclassified;;;;;
OTU_2444;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;
OTU_2445;Unclassified;;;;;
OTU_2446;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_2447;Unclassified;;;;;
OTU_2448;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;
OTU_2449;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42
OTU_2450;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;
OTU_2451;Unclassified;;;;;
OTU_2452;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured
OTU_2453;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius
OTU_2454;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_2455;Unclassified;;;;;
OTU_2456;Unclassified;;;;;
OTU_2457;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured
OTU_2458;Unclassified;;;;;
OTU_2459;Bacteria;Latescibacterota;;;;
OTU_2460;Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina
OTU_2461;Unclassified;;;;;
OTU_2462;Bacteria;Planctomycetota;028H05-P-BN-P5;;;
OTU_2463;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;
OTU_2464;Unclassified;;;;;
OTU_2465;Unclassified;;;;;
OTU_2466;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
OTU_2467;Unclassified;;;;;
OTU_2468;Unclassified;;;;;
OTU_2469;Unclassified;;;;;
OTU_2470;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;
OTU_2471;Unclassified;;;;;
OTU_2472;Unclassified;;;;;
OTU_2473;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_2474;Bacteria;Planctomycetota;OM190;;;
OTU_2475;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter
OTU_2476;Bacteria;Gemmatimonadota;PAUC43f marine benthic group;;;
OTU_2477;Bacteria;Desulfobacterota;Desulfuromonadia;PB19;;
OTU_2478;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;uncultured
OTU_2479;Unclassified;;;;;
OTU_2480;Unclassified;;;;;
OTU_2481;Unclassified;;;;;
OTU_2482;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;
OTU_2483;Unclassified;;;;;
OTU_2484;Unclassified;;;;;
OTU_2485;Unclassified;;;;;
OTU_2486;Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;R76-B128
OTU_2487;Bacteria;Planctomycetota;OM190;;;
OTU_2488;Unclassified;;;;;
OTU_2489;Unclassified;;;;;
OTU_2490;Unclassified;;;;;
OTU_2491;Bacteria;Bacteroidota;Bacteroidia;;;
OTU_2492;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;
OTU_2493;Unclassified;;;;;
OTU_2494;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus
OTU_2495;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_2496;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella
OTU_2497;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;BD1-7 clade
OTU_2498;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_2499;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muricauda
OTU_2500;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
OTU_2501;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia
